[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[PPO] reward=comfort seed=42 steps=50000 policy=MlpPolicy
[PPO] run_dir=./logs/ppo/comfort/seed_42
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
Using cpu device
Logging to ./logs/ppo/comfort/seed_42/ppo_comfort_seed42_1
---------------------------------
| rollout/           |          |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.59        |
|    explained_variance   | 0.142        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0758      |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.043       |
|    value_loss           | 0.131        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.6        |
|    ep_rew_mean          | 4.59        |
| time/                   |             |
|    fps                  | 27          |
|    iterations           | 5           |
|    time_elapsed         | 93          |
|    total_timesteps      | 2560        |
| train/                  |             |
|    approx_kl            | 0.008870978 |
|    clip_fraction        | 0.0533      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | -0.111      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0527     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.039      |
|    value_loss           | 0.0675      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.2        |
|    ep_rew_mean          | 5.38        |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 6           |
|    time_elapsed         | 100         |
|    total_timesteps      | 3072        |
| train/                  |             |
|    approx_kl            | 0.009353291 |
|    clip_fraction        | 0.0732      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.57       |
|    explained_variance   | 0.23        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0753     |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0395     |
|    value_loss           | 0.0901      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.5        |
|    ep_rew_mean          | 5.77        |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 7           |
|    time_elapsed         | 117         |
|    total_timesteps      | 3584        |
| train/                  |             |
|    approx_kl            | 0.014068617 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.0335      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.111      |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0548     |
|    value_loss           | 0.0576      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.1        |
|    ep_rew_mean          | 7.05        |
| time/                   |             |
|    fps                  | 29          |
|    iterations           | 8           |
|    time_elapsed         | 137         |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.014951797 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.53       |
|    explained_variance   | -0.176      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0951     |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0533     |
|    value_loss           | 0.0558      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 59.3         |
|    ep_rew_mean          | 8.34         |
| time/                   |              |
|    fps                  | 31           |
|    iterations           | 9            |
|    time_elapsed         | 144          |
|    total_timesteps      | 4608         |
| train/                  |              |
|    approx_kl            | 0.0130905835 |
|    clip_fraction        | 0.118        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.52        |
|    explained_variance   | -0.114       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0729      |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.051       |
|    value_loss           | 0.0383       |
------------------------------------------
[Eval @5000] NEW BEST mean_reward=7.580
[Eval @5000] R=7.6±6.7 CR=0.400 Spd=21.8 LC=30.9 SR=0.600
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 62.6         |
|    ep_rew_mean          | 9.46         |
| time/                   |              |
|    fps                  | 23           |
|    iterations           | 10           |
|    time_elapsed         | 218          |
|    total_timesteps      | 5120         |
| train/                  |              |
|    approx_kl            | 0.0150254965 |
|    clip_fraction        | 0.124        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.51        |
|    explained_variance   | -0.583       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.119       |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.0551      |
|    value_loss           | 0.0329       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 66.1        |
|    ep_rew_mean          | 10.6        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 11          |
|    time_elapsed         | 238         |
|    total_timesteps      | 5632        |
| train/                  |             |
|    approx_kl            | 0.017268386 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | -0.843      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0897     |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0549     |
|    value_loss           | 0.027       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 65.2       |
|    ep_rew_mean          | 10.4       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 12         |
|    time_elapsed         | 258        |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.01964286 |
|    clip_fraction        | 0.178      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.45      |
|    explained_variance   | -0.833     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.112     |
|    n_updates            | 110        |
|    policy_gradient_loss | -0.0571    |
|    value_loss           | 0.0281     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 65.8       |
|    ep_rew_mean          | 10.8       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 13         |
|    time_elapsed         | 278        |
|    total_timesteps      | 6656       |
| train/                  |            |
|    approx_kl            | 0.01590066 |
|    clip_fraction        | 0.135      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.44      |
|    explained_variance   | 0.118      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0983    |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.0501    |
|    value_loss           | 0.0445     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 69          |
|    ep_rew_mean          | 11.9        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 14          |
|    time_elapsed         | 299         |
|    total_timesteps      | 7168        |
| train/                  |             |
|    approx_kl            | 0.019560603 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | -0.466      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.111      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0627     |
|    value_loss           | 0.0365      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 69.8        |
|    ep_rew_mean          | 12.4        |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 15          |
|    time_elapsed         | 319         |
|    total_timesteps      | 7680        |
| train/                  |             |
|    approx_kl            | 0.015611379 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -0.232      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0935     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0532     |
|    value_loss           | 0.0283      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 71.1        |
|    ep_rew_mean          | 13          |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 16          |
|    time_elapsed         | 339         |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.017855514 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.36       |
|    explained_variance   | 0.352       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0872     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0521     |
|    value_loss           | 0.0248      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 74.5        |
|    ep_rew_mean          | 14.3        |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 17          |
|    time_elapsed         | 359         |
|    total_timesteps      | 8704        |
| train/                  |             |
|    approx_kl            | 0.020645276 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | -0.0237     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.106      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0578     |
|    value_loss           | 0.0244      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 78.4        |
|    ep_rew_mean          | 15.7        |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 18          |
|    time_elapsed         | 380         |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.017235076 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.00743     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0809     |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.051      |
|    value_loss           | 0.0248      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 82.1        |
|    ep_rew_mean          | 17          |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 19          |
|    time_elapsed         | 400         |
|    total_timesteps      | 9728        |
| train/                  |             |
|    approx_kl            | 0.029267384 |
|    clip_fraction        | 0.25        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | -0.208      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0946     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0614     |
|    value_loss           | 0.0101      |
-----------------------------------------
[Eval @10000] NEW BEST mean_reward=7.900
[Eval @10000] R=7.9±2.4 CR=0.100 Spd=20.7 LC=16.4 SR=0.900
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85          |
|    ep_rew_mean          | 18.3        |
| time/                   |             |
|    fps                  | 20          |
|    iterations           | 20          |
|    time_elapsed         | 493         |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.017471932 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.354       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0899     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0526     |
|    value_loss           | 0.0151      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 86.4        |
|    ep_rew_mean          | 19.1        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 21          |
|    time_elapsed         | 501         |
|    total_timesteps      | 10752       |
| train/                  |             |
|    approx_kl            | 0.023876797 |
|    clip_fraction        | 0.21        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.495       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0998     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0531     |
|    value_loss           | 0.00953     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 89.1        |
|    ep_rew_mean          | 20.2        |
| time/                   |             |
|    fps                  | 22          |
|    iterations           | 22          |
|    time_elapsed         | 509         |
|    total_timesteps      | 11264       |
| train/                  |             |
|    approx_kl            | 0.021911032 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | -0.495      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.101      |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0552     |
|    value_loss           | 0.00753     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 93.3        |
|    ep_rew_mean          | 21.9        |
| time/                   |             |
|    fps                  | 22          |
|    iterations           | 23          |
|    time_elapsed         | 516         |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.019695926 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | -0.868      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0988     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0592     |
|    value_loss           | 0.0146      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.3        |
|    ep_rew_mean          | 23.6        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 24          |
|    time_elapsed         | 524         |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.016924758 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | 0.051       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0715     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0497     |
|    value_loss           | 0.0146      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 99.2        |
|    ep_rew_mean          | 24.7        |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 25          |
|    time_elapsed         | 531         |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.014392122 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | -1.02       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0556     |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0459     |
|    value_loss           | 0.00927     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 102         |
|    ep_rew_mean          | 25.8        |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 26          |
|    time_elapsed         | 539         |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.015921906 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.235       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0717     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0489     |
|    value_loss           | 0.0146      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 105        |
|    ep_rew_mean          | 27.4       |
| time/                   |            |
|    fps                  | 25         |
|    iterations           | 27         |
|    time_elapsed         | 545        |
|    total_timesteps      | 13824      |
| train/                  |            |
|    approx_kl            | 0.02196796 |
|    clip_fraction        | 0.187      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.99      |
|    explained_variance   | -1.44      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0792    |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.0418    |
|    value_loss           | 0.008      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 106        |
|    ep_rew_mean          | 27.9       |
| time/                   |            |
|    fps                  | 25         |
|    iterations           | 28         |
|    time_elapsed         | 552        |
|    total_timesteps      | 14336      |
| train/                  |            |
|    approx_kl            | 0.01617342 |
|    clip_fraction        | 0.148      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.04      |
|    explained_variance   | 0.11       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0874    |
|    n_updates            | 270        |
|    policy_gradient_loss | -0.0508    |
|    value_loss           | 0.0106     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | 29.8        |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 29          |
|    time_elapsed         | 559         |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.017519448 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.954      |
|    explained_variance   | -1.58       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0673     |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0421     |
|    value_loss           | 0.00851     |
-----------------------------------------
[Eval @15000] NEW BEST mean_reward=8.630
[Eval @15000] R=8.6±0.2 CR=0.000 Spd=20.7 LC=3.4 SR=1.000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 31          |
| time/                   |             |
|    fps                  | 25          |
|    iterations           | 30          |
|    time_elapsed         | 591         |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.019317076 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.954      |
|    explained_variance   | -8.91       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0732     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0517     |
|    value_loss           | 0.00405     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 32.2        |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 31          |
|    time_elapsed         | 601         |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.016040692 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.941      |
|    explained_variance   | -2.82       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0788     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0445     |
|    value_loss           | 0.00467     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 32.3        |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 32          |
|    time_elapsed         | 621         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.017014304 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.843      |
|    explained_variance   | -0.352      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0733     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0461     |
|    value_loss           | 0.00526     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 33.3        |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 33          |
|    time_elapsed         | 627         |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.019673198 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.943      |
|    explained_variance   | 0.25        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0825     |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0523     |
|    value_loss           | 0.011       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 34.5        |
| time/                   |             |
|    fps                  | 27          |
|    iterations           | 34          |
|    time_elapsed         | 634         |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.018828673 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.887      |
|    explained_variance   | -1.36       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.078      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0528     |
|    value_loss           | 0.0062      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 35.6        |
| time/                   |             |
|    fps                  | 27          |
|    iterations           | 35          |
|    time_elapsed         | 641         |
|    total_timesteps      | 17920       |
| train/                  |             |
|    approx_kl            | 0.016783359 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.832      |
|    explained_variance   | -0.0111     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0735     |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.0397     |
|    value_loss           | 0.0119      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 37          |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 36          |
|    time_elapsed         | 647         |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.015342085 |
|    clip_fraction        | 0.116       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.713      |
|    explained_variance   | 0.233       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0684     |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0396     |
|    value_loss           | 0.0106      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 124       |
|    ep_rew_mean          | 38.4      |
| time/                   |           |
|    fps                  | 28        |
|    iterations           | 37        |
|    time_elapsed         | 654       |
|    total_timesteps      | 18944     |
| train/                  |           |
|    approx_kl            | 0.0203029 |
|    clip_fraction        | 0.172     |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.815    |
|    explained_variance   | -0.888    |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0952   |
|    n_updates            | 360       |
|    policy_gradient_loss | -0.0517   |
|    value_loss           | 0.00593   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 39.7        |
| time/                   |             |
|    fps                  | 29          |
|    iterations           | 38          |
|    time_elapsed         | 660         |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.024494011 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.854      |
|    explained_variance   | -0.156      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0715     |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0581     |
|    value_loss           | 0.00404     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 128        |
|    ep_rew_mean          | 40.7       |
| time/                   |            |
|    fps                  | 29         |
|    iterations           | 39         |
|    time_elapsed         | 667        |
|    total_timesteps      | 19968      |
| train/                  |            |
|    approx_kl            | 0.01591993 |
|    clip_fraction        | 0.15       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.74      |
|    explained_variance   | -1.23      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0615    |
|    n_updates            | 380        |
|    policy_gradient_loss | -0.0383    |
|    value_loss           | 0.00662    |
----------------------------------------
[Eval @20000] R=8.3±0.4 CR=0.000 Spd=20.5 LC=3.5 SR=1.000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | 42.5        |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 40          |
|    time_elapsed         | 720         |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.015919287 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.688      |
|    explained_variance   | -0.0743     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0924     |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0422     |
|    value_loss           | 0.00592     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 135         |
|    ep_rew_mean          | 43.8        |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 41          |
|    time_elapsed         | 740         |
|    total_timesteps      | 20992       |
| train/                  |             |
|    approx_kl            | 0.010070806 |
|    clip_fraction        | 0.084       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.565      |
|    explained_variance   | -0.218      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0422     |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0254     |
|    value_loss           | 0.00384     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 45.9        |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 42          |
|    time_elapsed         | 761         |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.014025479 |
|    clip_fraction        | 0.135       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.538      |
|    explained_variance   | -9.6        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0591     |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0371     |
|    value_loss           | 0.0017      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 141         |
|    ep_rew_mean          | 47          |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 43          |
|    time_elapsed         | 781         |
|    total_timesteps      | 22016       |
| train/                  |             |
|    approx_kl            | 0.015908565 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.572      |
|    explained_variance   | -7.01       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0495     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0381     |
|    value_loss           | 0.00107     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 48.6        |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 44          |
|    time_elapsed         | 801         |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.013866942 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.698      |
|    explained_variance   | 0.0786      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0538     |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.034      |
|    value_loss           | 0.00605     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 146        |
|    ep_rew_mean          | 49.5       |
| time/                   |            |
|    fps                  | 28         |
|    iterations           | 45         |
|    time_elapsed         | 821        |
|    total_timesteps      | 23040      |
| train/                  |            |
|    approx_kl            | 0.02584041 |
|    clip_fraction        | 0.142      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.55      |
|    explained_variance   | -5.3       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0471    |
|    n_updates            | 440        |
|    policy_gradient_loss | -0.0397    |
|    value_loss           | 0.00118    |
----------------------------------------
