[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[PPO] reward=baseline seed=42 steps=50000 policy=MlpPolicy
[PPO] run_dir=./logs/ppo/baseline/seed_42
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
Using cpu device
Logging to ./logs/ppo/baseline/seed_42/ppo_baseline_seed42_1
---------------------------------
| rollout/           |          |
-----------------------------------------
[Eval @5000] NEW BEST mean_reward=7.760
[Eval @5000] R=7.8±6.7 CR=0.600 Spd=24.1 LC=86.3 SR=0.400
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 56.8       |
|    ep_rew_mean          | 16.3       |
| time/                   |            |
|    fps                  | 21         |
|    iterations           | 10         |
|    time_elapsed         | 243        |
|    total_timesteps      | 5120       |
| train/                  |            |
|    approx_kl            | 0.01635688 |
|    clip_fraction        | 0.134      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.47      |
|    explained_variance   | -0.489     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.108     |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.0536    |
|    value_loss           | 0.015      |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 59           |
|    ep_rew_mean          | 17.4         |
| time/                   |              |
|    fps                  | 21           |
|    iterations           | 11           |
|    time_elapsed         | 263          |
|    total_timesteps      | 5632         |
| train/                  |              |
|    approx_kl            | 0.0148806805 |
|    clip_fraction        | 0.157        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.46        |
|    explained_variance   | 0.0355       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.107       |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.0552      |
|    value_loss           | 0.018        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 59.6        |
|    ep_rew_mean          | 17.7        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 12          |
|    time_elapsed         | 283         |
|    total_timesteps      | 6144        |
| train/                  |             |
|    approx_kl            | 0.019263716 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.43       |
|    explained_variance   | 0.131       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.12       |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0614     |
|    value_loss           | 0.0134      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 63.3        |
|    ep_rew_mean          | 19.6        |
| time/                   |             |
|    fps                  | 22          |
|    iterations           | 13          |
|    time_elapsed         | 290         |
|    total_timesteps      | 6656        |
| train/                  |             |
|    approx_kl            | 0.017384702 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | -0.14       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.102      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.059      |
|    value_loss           | 0.0154      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 66.6        |
|    ep_rew_mean          | 21.2        |
| time/                   |             |
|    fps                  | 24          |
|    iterations           | 14          |
|    time_elapsed         | 297         |
|    total_timesteps      | 7168        |
| train/                  |             |
|    approx_kl            | 0.014930954 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.4        |
|    explained_variance   | -0.813      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.093      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0522     |
|    value_loss           | 0.0132      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 67.2        |
|    ep_rew_mean          | 21.6        |
| time/                   |             |
|    fps                  | 25          |
|    iterations           | 15          |
|    time_elapsed         | 303         |
|    total_timesteps      | 7680        |
| train/                  |             |
|    approx_kl            | 0.017757766 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -0.617      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0902     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0566     |
|    value_loss           | 0.0133      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 68.9        |
|    ep_rew_mean          | 22.3        |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 16          |
|    time_elapsed         | 310         |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.019522797 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -0.605      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.106      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0607     |
|    value_loss           | 0.014       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 71.2        |
|    ep_rew_mean          | 23.5        |
| time/                   |             |
|    fps                  | 27          |
|    iterations           | 17          |
|    time_elapsed         | 321         |
|    total_timesteps      | 8704        |
| train/                  |             |
|    approx_kl            | 0.016012467 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.37       |
|    explained_variance   | 0.125       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.104      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0523     |
|    value_loss           | 0.0157      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 73.6        |
|    ep_rew_mean          | 24.7        |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 18          |
|    time_elapsed         | 342         |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.018607106 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | -1.43       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.12       |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.058      |
|    value_loss           | 0.00956     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 74.3        |
|    ep_rew_mean          | 25          |
| time/                   |             |
|    fps                  | 26          |
|    iterations           | 19          |
|    time_elapsed         | 362         |
|    total_timesteps      | 9728        |
| train/                  |             |
|    approx_kl            | 0.016937377 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.194       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0973     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0555     |
|    value_loss           | 0.0146      |
-----------------------------------------
[Eval @10000] R=5.7±3.1 CR=0.400 Spd=22.4 LC=66.5 SR=0.600
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 78.4        |
|    ep_rew_mean          | 27          |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 20          |
|    time_elapsed         | 440         |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.021267507 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | -0.319      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.096      |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0602     |
|    value_loss           | 0.0138      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 81.6        |
|    ep_rew_mean          | 28.4        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 21          |
|    time_elapsed         | 460         |
|    total_timesteps      | 10752       |
| train/                  |             |
|    approx_kl            | 0.019085426 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.29       |
|    explained_variance   | -0.215      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.122      |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0568     |
|    value_loss           | 0.00864     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 82.9       |
|    ep_rew_mean          | 29.1       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 22         |
|    time_elapsed         | 480        |
|    total_timesteps      | 11264      |
| train/                  |            |
|    approx_kl            | 0.01947896 |
|    clip_fraction        | 0.187      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.28      |
|    explained_variance   | -0.13      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.094     |
|    n_updates            | 210        |
|    policy_gradient_loss | -0.0577    |
|    value_loss           | 0.014      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 84.6        |
|    ep_rew_mean          | 29.9        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 23          |
|    time_elapsed         | 501         |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.021780256 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | -0.0335     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0954     |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0612     |
|    value_loss           | 0.012       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 88.4        |
|    ep_rew_mean          | 31.7        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 24          |
|    time_elapsed         | 521         |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.018210705 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | -0.196      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0685     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0528     |
|    value_loss           | 0.0146      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 90.6       |
|    ep_rew_mean          | 32.9       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 25         |
|    time_elapsed         | 541        |
|    total_timesteps      | 12800      |
| train/                  |            |
|    approx_kl            | 0.02147991 |
|    clip_fraction        | 0.207      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.28      |
|    explained_variance   | -0.916     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.118     |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.06      |
|    value_loss           | 0.00818    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 93.3        |
|    ep_rew_mean          | 34.3        |
| time/                   |             |
|    fps                  | 23          |
|    iterations           | 26          |
|    time_elapsed         | 561         |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.019103663 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | -1.34       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.111      |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0515     |
|    value_loss           | 0.00493     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 97.8       |
|    ep_rew_mean          | 36.4       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 27         |
|    time_elapsed         | 582        |
|    total_timesteps      | 13824      |
| train/                  |            |
|    approx_kl            | 0.01880309 |
|    clip_fraction        | 0.165      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.28      |
|    explained_variance   | -1.36      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.102     |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.0604    |
|    value_loss           | 0.00529    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 101        |
|    ep_rew_mean          | 38.3       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 28         |
|    time_elapsed         | 602        |
|    total_timesteps      | 14336      |
| train/                  |            |
|    approx_kl            | 0.02392118 |
|    clip_fraction        | 0.199      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.21      |
|    explained_variance   | -0.414     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0869    |
|    n_updates            | 270        |
|    policy_gradient_loss | -0.054     |
|    value_loss           | 0.0076     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 102        |
|    ep_rew_mean          | 38.5       |
| time/                   |            |
|    fps                  | 23         |
|    iterations           | 29         |
|    time_elapsed         | 622        |
|    total_timesteps      | 14848      |
| train/                  |            |
|    approx_kl            | 0.02064971 |
|    clip_fraction        | 0.163      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.21      |
|    explained_variance   | -1.76      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.109     |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.0579    |
|    value_loss           | 0.00592    |
----------------------------------------
[Eval @15000] R=7.4±2.2 CR=0.100 Spd=21.6 LC=47.7 SR=0.900
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 103         |
|    ep_rew_mean          | 39.1        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 30          |
|    time_elapsed         | 713         |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.017810374 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | -0.144      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0942     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0467     |
|    value_loss           | 0.0107      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 105        |
|    ep_rew_mean          | 40.2       |
| time/                   |            |
|    fps                  | 21         |
|    iterations           | 31         |
|    time_elapsed         | 733        |
|    total_timesteps      | 15872      |
| train/                  |            |
|    approx_kl            | 0.01854415 |
|    clip_fraction        | 0.186      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.18      |
|    explained_variance   | -0.0078    |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0987    |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.0521    |
|    value_loss           | 0.00831    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 40.7        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 32          |
|    time_elapsed         | 754         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.016990287 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | -0.14       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0999     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0509     |
|    value_loss           | 0.0106      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | 40.2        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 33          |
|    time_elapsed         | 774         |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.019466912 |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | -0.688      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0772     |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0546     |
|    value_loss           | 0.00901     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 41.6        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 34          |
|    time_elapsed         | 794         |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.021041624 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | -0.108      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.113      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.057      |
|    value_loss           | 0.012       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 107        |
|    ep_rew_mean          | 41.2       |
| time/                   |            |
|    fps                  | 21         |
|    iterations           | 35         |
|    time_elapsed         | 814        |
|    total_timesteps      | 17920      |
| train/                  |            |
|    approx_kl            | 0.01894715 |
|    clip_fraction        | 0.159      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.13      |
|    explained_variance   | -1.03      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0496    |
|    n_updates            | 340        |
|    policy_gradient_loss | -0.0465    |
|    value_loss           | 0.00382    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 110        |
|    ep_rew_mean          | 42.6       |
| time/                   |            |
|    fps                  | 22         |
|    iterations           | 36         |
|    time_elapsed         | 834        |
|    total_timesteps      | 18432      |
| train/                  |            |
|    approx_kl            | 0.01918735 |
|    clip_fraction        | 0.154      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.13      |
|    explained_variance   | 0.261      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0575    |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.0474    |
|    value_loss           | 0.00496    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 43.6        |
| time/                   |             |
|    fps                  | 22          |
|    iterations           | 37          |
|    time_elapsed         | 855         |
|    total_timesteps      | 18944       |
| train/                  |             |
|    approx_kl            | 0.016912414 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | -0.763      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0772     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0453     |
|    value_loss           | 0.0057      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 45          |
| time/                   |             |
|    fps                  | 22          |
|    iterations           | 38          |
|    time_elapsed         | 875         |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.017042447 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | -0.476      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0793     |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0468     |
|    value_loss           | 0.00641     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 114        |
|    ep_rew_mean          | 44.7       |
| time/                   |            |
|    fps                  | 22         |
|    iterations           | 39         |
|    time_elapsed         | 895        |
|    total_timesteps      | 19968      |
| train/                  |            |
|    approx_kl            | 0.02120338 |
|    clip_fraction        | 0.173      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.08      |
|    explained_variance   | -0.372     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0986    |
|    n_updates            | 380        |
|    policy_gradient_loss | -0.0535    |
|    value_loss           | 0.00465    |
----------------------------------------
[Eval @20000] NEW BEST mean_reward=7.900
[Eval @20000] R=7.9±1.0 CR=0.100 Spd=21.9 LC=97.7 SR=0.900
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 45.1        |
| time/                   |             |
|    fps                  | 20          |
|    iterations           | 40          |
|    time_elapsed         | 990         |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.019845527 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | -0.062      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.09       |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0546     |
|    value_loss           | 0.0076      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 119        |
|    ep_rew_mean          | 47         |
| time/                   |            |
|    fps                  | 21         |
|    iterations           | 41         |
|    time_elapsed         | 997        |
|    total_timesteps      | 20992      |
| train/                  |            |
|    approx_kl            | 0.01599276 |
|    clip_fraction        | 0.153      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.12      |
|    explained_variance   | 0.197      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0842    |
|    n_updates            | 400        |
|    policy_gradient_loss | -0.0432    |
|    value_loss           | 0.00808    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 48.5        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 42          |
|    time_elapsed         | 1005        |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.021799725 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | -0.8        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0776     |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0516     |
|    value_loss           | 0.00387     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 49.8        |
| time/                   |             |
|    fps                  | 21          |
|    iterations           | 43          |
|    time_elapsed         | 1015        |
|    total_timesteps      | 22016       |
| train/                  |             |
|    approx_kl            | 0.018755745 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.07       |
|    explained_variance   | -0.623      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0742     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0496     |
|    value_loss           | 0.00402     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 124        |
|    ep_rew_mean          | 49.6       |
| time/                   |            |
|    fps                  | 21         |
|    iterations           | 44         |
|    time_elapsed         | 1035       |
|    total_timesteps      | 22528      |
| train/                  |            |
|    approx_kl            | 0.01889044 |
|    clip_fraction        | 0.16       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.15      |
|    explained_variance   | -0.78      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0858    |
|    n_updates            | 430        |
|    policy_gradient_loss | -0.0525    |
|    value_loss           | 0.00317    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 124        |
|    ep_rew_mean          | 49.9       |
| time/                   |            |
|    fps                  | 21         |
|    iterations           | 45         |
|    time_elapsed         | 1055       |
|    total_timesteps      | 23040      |
| train/                  |            |
|    approx_kl            | 0.02383995 |
|    clip_fraction        | 0.204      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.08      |
|    explained_variance   | 0.0726     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.102     |
|    n_updates            | 440        |
|    policy_gradient_loss | -0.0534    |
|    value_loss           | 0.00748    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
