[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[PPO] reward=aggressive seed=789 steps=50000 policy=MlpPolicy
[PPO] run_dir=./logs/ppo/aggressive/seed_789
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
Using cpu device
Logging to ./logs/ppo/aggressive/seed_789/ppo_aggressive_seed789_1
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 37.4       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 6          |
|    time_elapsed         | 40         |
|    total_timesteps      | 3072       |
| train/                  |            |
|    approx_kl            | 0.01224055 |
|    clip_fraction        | 0.0977     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.58      |
|    explained_variance   | -0.91      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.107     |
|    n_updates            | 50         |
|    policy_gradient_loss | -0.0521    |
|    value_loss           | 0.00777    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.4        |
|    ep_rew_mean          | 39          |
| time/                   |             |
|    fps                  | 76          |
|    iterations           | 7           |
|    time_elapsed         | 46          |
|    total_timesteps      | 3584        |
| train/                  |             |
|    approx_kl            | 0.011088934 |
|    clip_fraction        | 0.0945      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.56       |
|    explained_variance   | -1.85       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.107      |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0508     |
|    value_loss           | 0.00798     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.3        |
|    ep_rew_mean          | 42.5        |
| time/                   |             |
|    fps                  | 76          |
|    iterations           | 8           |
|    time_elapsed         | 53          |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.013811575 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | -0.667      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.104      |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0531     |
|    value_loss           | 0.00645     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54.8       |
|    ep_rew_mean          | 44.7       |
| time/                   |            |
|    fps                  | 76         |
|    iterations           | 9          |
|    time_elapsed         | 60         |
|    total_timesteps      | 4608       |
| train/                  |            |
|    approx_kl            | 0.01571735 |
|    clip_fraction        | 0.153      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.53      |
|    explained_variance   | -9.37      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.108     |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.0615    |
|    value_loss           | 0.00606    |
----------------------------------------
[Eval @5000] NEW BEST mean_reward=9.770
[Eval @5000] R=9.8±7.3 CR=0.100 Spd=21.9 LC=97.3 SR=0.900
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58.5       |
|    ep_rew_mean          | 48.2       |
| time/                   |            |
|    fps                  | 56         |
|    iterations           | 10         |
|    time_elapsed         | 90         |
|    total_timesteps      | 5120       |
| train/                  |            |
|    approx_kl            | 0.01664029 |
|    clip_fraction        | 0.143      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.52      |
|    explained_variance   | -3         |
|    learning_rate        | 0.0003     |
|    loss                 | -0.133     |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.0624    |
|    value_loss           | 0.00804    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 60.3        |
|    ep_rew_mean          | 49.8        |
| time/                   |             |
|    fps                  | 57          |
|    iterations           | 11          |
|    time_elapsed         | 97          |
|    total_timesteps      | 5632        |
| train/                  |             |
|    approx_kl            | 0.017027754 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | -16         |
|    learning_rate        | 0.0003      |
|    loss                 | -0.128      |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0625     |
|    value_loss           | 0.00587     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 61.1        |
|    ep_rew_mean          | 50.5        |
| time/                   |             |
|    fps                  | 58          |
|    iterations           | 12          |
|    time_elapsed         | 104         |
|    total_timesteps      | 6144        |
| train/                  |             |
|    approx_kl            | 0.013773337 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.48       |
|    explained_variance   | -2.86       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0861     |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.05       |
|    value_loss           | 0.0041      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 64.6        |
|    ep_rew_mean          | 53.7        |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 13          |
|    time_elapsed         | 111         |
|    total_timesteps      | 6656        |
| train/                  |             |
|    approx_kl            | 0.015557529 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | -1.44       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.107      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0553     |
|    value_loss           | 0.00442     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 66.6        |
|    ep_rew_mean          | 55.6        |
| time/                   |             |
|    fps                  | 59          |
|    iterations           | 14          |
|    time_elapsed         | 119         |
|    total_timesteps      | 7168        |
| train/                  |             |
|    approx_kl            | 0.017293321 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.46       |
|    explained_variance   | -1.41       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.11       |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0587     |
|    value_loss           | 0.00332     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 69.2         |
|    ep_rew_mean          | 57.9         |
| time/                   |              |
|    fps                  | 59           |
|    iterations           | 15           |
|    time_elapsed         | 128          |
|    total_timesteps      | 7680         |
| train/                  |              |
|    approx_kl            | 0.0152206095 |
|    clip_fraction        | 0.141        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.47        |
|    explained_variance   | -0.773       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.106       |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.0561      |
|    value_loss           | 0.0038       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 71.8        |
|    ep_rew_mean          | 60.3        |
| time/                   |             |
|    fps                  | 60          |
|    iterations           | 16          |
|    time_elapsed         | 135         |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.018474774 |
|    clip_fraction        | 0.172       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.42       |
|    explained_variance   | -1.55       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.124      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.063      |
|    value_loss           | 0.00343     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 75.8        |
|    ep_rew_mean          | 64          |
| time/                   |             |
|    fps                  | 61          |
|    iterations           | 17          |
|    time_elapsed         | 142         |
|    total_timesteps      | 8704        |
| train/                  |             |
|    approx_kl            | 0.020285329 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.44       |
|    explained_variance   | -3.19       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.117      |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0663     |
|    value_loss           | 0.00347     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 78.3       |
|    ep_rew_mean          | 66.3       |
| time/                   |            |
|    fps                  | 61         |
|    iterations           | 18         |
|    time_elapsed         | 148        |
|    total_timesteps      | 9216       |
| train/                  |            |
|    approx_kl            | 0.01626136 |
|    clip_fraction        | 0.161      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.4       |
|    explained_variance   | -2.08      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.116     |
|    n_updates            | 170        |
|    policy_gradient_loss | -0.0566    |
|    value_loss           | 0.00259    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 80.5        |
|    ep_rew_mean          | 68.3        |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 19          |
|    time_elapsed         | 155         |
|    total_timesteps      | 9728        |
| train/                  |             |
|    approx_kl            | 0.018779846 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.39       |
|    explained_variance   | -1.1        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.105      |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.059      |
|    value_loss           | 0.00326     |
-----------------------------------------
[Eval @10000] R=7.7±2.4 CR=0.100 Spd=22.0 LC=30.3 SR=0.900
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 83.2        |
|    ep_rew_mean          | 70.7        |
| time/                   |             |
|    fps                  | 55          |
|    iterations           | 20          |
|    time_elapsed         | 186         |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.017221699 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.37       |
|    explained_variance   | -2.06       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.11       |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.06       |
|    value_loss           | 0.00327     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 85.2       |
|    ep_rew_mean          | 72.6       |
| time/                   |            |
|    fps                  | 55         |
|    iterations           | 21         |
|    time_elapsed         | 192        |
|    total_timesteps      | 10752      |
| train/                  |            |
|    approx_kl            | 0.01961586 |
|    clip_fraction        | 0.177      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.34      |
|    explained_variance   | -1.15      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.111     |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.0636    |
|    value_loss           | 0.00295    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.8        |
|    ep_rew_mean          | 74.9        |
| time/                   |             |
|    fps                  | 56          |
|    iterations           | 22          |
|    time_elapsed         | 199         |
|    total_timesteps      | 11264       |
| train/                  |             |
|    approx_kl            | 0.018555628 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.35       |
|    explained_variance   | -3.19       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0976     |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0572     |
|    value_loss           | 0.00411     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.7        |
|    ep_rew_mean          | 78.5        |
| time/                   |             |
|    fps                  | 54          |
|    iterations           | 23          |
|    time_elapsed         | 215         |
|    total_timesteps      | 11776       |
| train/                  |             |
|    approx_kl            | 0.021148227 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | -1.66       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.106      |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0622     |
|    value_loss           | 0.003       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 94.9        |
|    ep_rew_mean          | 81.4        |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 24          |
|    time_elapsed         | 236         |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.019108074 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.29       |
|    explained_variance   | -1.61       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0847     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0539     |
|    value_loss           | 0.00219     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 95.5        |
|    ep_rew_mean          | 81.9        |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 25          |
|    time_elapsed         | 243         |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.019291177 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | -4.2        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.101      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0605     |
|    value_loss           | 0.00289     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 98          |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 53          |
|    iterations           | 26          |
|    time_elapsed         | 249         |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.018199023 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | -1.1        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0973     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0555     |
|    value_loss           | 0.00225     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 95          |
|    ep_rew_mean          | 81.7        |
| time/                   |             |
|    fps                  | 53          |
|    iterations           | 27          |
|    time_elapsed         | 256         |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.021993816 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | -1.41       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0952     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.065      |
|    value_loss           | 0.00416     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 97.2      |
|    ep_rew_mean          | 83.8      |
| time/                   |           |
|    fps                  | 53        |
|    iterations           | 28        |
|    time_elapsed         | 266       |
|    total_timesteps      | 14336     |
| train/                  |           |
|    approx_kl            | 0.0213562 |
|    clip_fraction        | 0.212     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.23     |
|    explained_variance   | -0.569    |
|    learning_rate        | 0.0003    |
|    loss                 | -0.087    |
|    n_updates            | 270       |
|    policy_gradient_loss | -0.0617   |
|    value_loss           | 0.00345   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 93.5        |
|    ep_rew_mean          | 80.3        |
| time/                   |             |
|    fps                  | 54          |
|    iterations           | 29          |
|    time_elapsed         | 272         |
|    total_timesteps      | 14848       |
| train/                  |             |
|    approx_kl            | 0.020887025 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | -0.878      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0855     |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.0558     |
|    value_loss           | 0.0023      |
-----------------------------------------
[Eval @15000] R=7.4±2.2 CR=0.200 Spd=21.4 LC=35.2 SR=0.800
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 95.5        |
|    ep_rew_mean          | 82          |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 30          |
|    time_elapsed         | 302         |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.021306392 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | -0.756      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.103      |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0603     |
|    value_loss           | 0.0024      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 98.5       |
|    ep_rew_mean          | 84.8       |
| time/                   |            |
|    fps                  | 50         |
|    iterations           | 31         |
|    time_elapsed         | 313        |
|    total_timesteps      | 15872      |
| train/                  |            |
|    approx_kl            | 0.01956671 |
|    clip_fraction        | 0.163      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.21      |
|    explained_variance   | -0.792     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0989    |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.0584    |
|    value_loss           | 0.00252    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 99.2        |
|    ep_rew_mean          | 85.6        |
| time/                   |             |
|    fps                  | 49          |
|    iterations           | 32          |
|    time_elapsed         | 334         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.019443836 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | -3.64       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0804     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0548     |
|    value_loss           | 0.00153     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 86.9        |
| time/                   |             |
|    fps                  | 47          |
|    iterations           | 33          |
|    time_elapsed         | 354         |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.019918744 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | -1.23       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.109      |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.057      |
|    value_loss           | 0.0031      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 103         |
|    ep_rew_mean          | 88.8        |
| time/                   |             |
|    fps                  | 46          |
|    iterations           | 34          |
|    time_elapsed         | 375         |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.021738881 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | -0.93       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.1        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0574     |
|    value_loss           | 0.002       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 104        |
|    ep_rew_mean          | 90.4       |
| time/                   |            |
|    fps                  | 45         |
|    iterations           | 35         |
|    time_elapsed         | 396        |
|    total_timesteps      | 17920      |
| train/                  |            |
|    approx_kl            | 0.01974704 |
|    clip_fraction        | 0.186      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.19      |
|    explained_variance   | -2.09      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0941    |
|    n_updates            | 340        |
|    policy_gradient_loss | -0.0555    |
|    value_loss           | 0.0018     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 102         |
|    ep_rew_mean          | 87.8        |
| time/                   |             |
|    fps                  | 45          |
|    iterations           | 36          |
|    time_elapsed         | 402         |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.018760454 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | -0.733      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0883     |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.0563     |
|    value_loss           | 0.0021      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 87.5        |
| time/                   |             |
|    fps                  | 46          |
|    iterations           | 37          |
|    time_elapsed         | 409         |
|    total_timesteps      | 18944       |
| train/                  |             |
|    approx_kl            | 0.017786685 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | -0.759      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0854     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.0512     |
|    value_loss           | 0.00226     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 90          |
| time/                   |             |
|    fps                  | 46          |
|    iterations           | 38          |
|    time_elapsed         | 416         |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.020517152 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | -1.95       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.105      |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.0546     |
|    value_loss           | 0.00205     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 90.1        |
| time/                   |             |
|    fps                  | 46          |
|    iterations           | 39          |
|    time_elapsed         | 431         |
|    total_timesteps      | 19968       |
| train/                  |             |
|    approx_kl            | 0.022744479 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | -3.73       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0866     |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.0516     |
|    value_loss           | 0.00131     |
-----------------------------------------
[Eval @20000] R=8.3±0.2 CR=0.000 Spd=21.2 LC=33.7 SR=1.000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 90.6        |
| time/                   |             |
|    fps                  | 38          |
|    iterations           | 40          |
|    time_elapsed         | 531         |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.025205972 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | -0.451      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0899     |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.0558     |
|    value_loss           | 0.00228     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 90.4        |
| time/                   |             |
|    fps                  | 37          |
|    iterations           | 41          |
|    time_elapsed         | 552         |
|    total_timesteps      | 20992       |
| train/                  |             |
|    approx_kl            | 0.015593161 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | -1.25       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.102      |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0417     |
|    value_loss           | 0.00125     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | 92.8        |
| time/                   |             |
|    fps                  | 37          |
|    iterations           | 42          |
|    time_elapsed         | 573         |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.024860222 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | -0.247      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0858     |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.0561     |
|    value_loss           | 0.00151     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | 92.8        |
| time/                   |             |
|    fps                  | 37          |
|    iterations           | 43          |
|    time_elapsed         | 593         |
|    total_timesteps      | 22016       |
| train/                  |             |
|    approx_kl            | 0.020333244 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | -1.78       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0861     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.051      |
|    value_loss           | 0.00139     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | 93.5        |
| time/                   |             |
|    fps                  | 36          |
|    iterations           | 44          |
|    time_elapsed         | 614         |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.022287484 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1          |
|    explained_variance   | -2.31       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0866     |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.0492     |
|    value_loss           | 0.0017      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | 91.7        |
| time/                   |             |
|    fps                  | 36          |
|    iterations           | 45          |
|    time_elapsed         | 631         |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.022496002 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | -0.259      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0923     |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0549     |
|    value_loss           | 0.00167     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 106         |
|    ep_rew_mean          | 92.3        |
