[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[PPO] reward=conservative seed=42 steps=50000 policy=MlpPolicy
[PPO] run_dir=./logs/ppo/conservative/seed_42
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
[WARNING] GrayscaleImage not available, falling back to OccupancyGrid.
Using cpu device
Logging to ./logs/ppo/conservative/seed_42/ppo_conservative_seed42_1
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | -31.3       |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 13          |
|    time_elapsed         | 233         |
|    total_timesteps      | 6656        |
| train/                  |             |
|    approx_kl            | 0.020226851 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | 0.028       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0335      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0531     |
|    value_loss           | 0.242       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 67.7        |
|    ep_rew_mean          | -30.7       |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 14          |
|    time_elapsed         | 253         |
|    total_timesteps      | 7168        |
| train/                  |             |
|    approx_kl            | 0.021197256 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | -0.449      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.067      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.058      |
|    value_loss           | 0.0618      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 70.8        |
|    ep_rew_mean          | -30.4       |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 15          |
|    time_elapsed         | 273         |
|    total_timesteps      | 7680        |
| train/                  |             |
|    approx_kl            | 0.022889921 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | 0.406       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0337     |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0558     |
|    value_loss           | 0.0886      |
-----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 75.7     |
|    ep_rew_mean          | -29.6    |
| time/                   |          |
|    fps                  | 27       |
|    iterations           | 16       |
|    time_elapsed         | 293      |
|    total_timesteps      | 8192     |
| train/                  |          |
|    approx_kl            | 0.024842 |
|    clip_fraction        | 0.223    |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.958   |
|    explained_variance   | 0.1      |
|    learning_rate        | 0.0003   |
|    loss                 | -0.075   |
|    n_updates            | 150      |
|    policy_gradient_loss | -0.0533  |
|    value_loss           | 0.0469   |
--------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 77.9        |
|    ep_rew_mean          | -28.5       |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 17          |
|    time_elapsed         | 304         |
|    total_timesteps      | 8704        |
| train/                  |             |
|    approx_kl            | 0.015752047 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.877      |
|    explained_variance   | 0.0803      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0871     |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.051      |
|    value_loss           | 0.0559      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 81.1        |
|    ep_rew_mean          | -27.7       |
| time/                   |             |
|    fps                  | 29          |
|    iterations           | 18          |
|    time_elapsed         | 312         |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.017510502 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.745      |
|    explained_variance   | 0.458       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0658     |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.043      |
|    value_loss           | 0.0401      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.1        |
|    ep_rew_mean          | -27         |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 19          |
|    time_elapsed         | 318         |
|    total_timesteps      | 9728        |
| train/                  |             |
|    approx_kl            | 0.016579099 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.659      |
|    explained_variance   | -1.03       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0744     |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.0432     |
|    value_loss           | 0.0251      |
-----------------------------------------
[Eval @10000] NEW BEST mean_reward=1.000
[Eval @10000] R=1.0±3.1 CR=0.100 Spd=21.0 LC=17.0 SR=0.900
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 88.2        |
|    ep_rew_mean          | -25.9       |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 20          |
|    time_elapsed         | 353         |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.015894705 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.719      |
|    explained_variance   | 0.374       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0489     |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.0462     |
|    value_loss           | 0.0604      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 92.8         |
|    ep_rew_mean          | -24.3        |
| time/                   |              |
|    fps                  | 29           |
|    iterations           | 21           |
|    time_elapsed         | 361          |
|    total_timesteps      | 10752        |
| train/                  |              |
|    approx_kl            | 0.0057659596 |
|    clip_fraction        | 0.0824       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.291       |
|    explained_variance   | -2.01        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0277      |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.0258      |
|    value_loss           | 0.00446      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 96          |
|    ep_rew_mean          | -22.9       |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 22          |
|    time_elapsed         | 367         |
|    total_timesteps      | 11264       |
| train/                  |             |
|    approx_kl            | 0.013908323 |
|    clip_fraction        | 0.0959      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.416      |
|    explained_variance   | -3.96       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0313     |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.0281     |
|    value_loss           | 0.014       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 101          |
|    ep_rew_mean          | -21.8        |
| time/                   |              |
|    fps                  | 31           |
|    iterations           | 23           |
|    time_elapsed         | 374          |
|    total_timesteps      | 11776        |
| train/                  |              |
|    approx_kl            | 0.0109751765 |
|    clip_fraction        | 0.0908       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.413       |
|    explained_variance   | 0.455        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0505      |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.038       |
|    value_loss           | 0.0384       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -21.2       |
| time/                   |             |
|    fps                  | 32          |
|    iterations           | 24          |
|    time_elapsed         | 380         |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.006768691 |
|    clip_fraction        | 0.0816      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.368      |
|    explained_variance   | -0.948      |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00725     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.0219     |
|    value_loss           | 0.0314      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | -20         |
| time/                   |             |
|    fps                  | 32          |
|    iterations           | 25          |
|    time_elapsed         | 391         |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.014869507 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.772      |
|    explained_variance   | -7.28       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0997     |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0415     |
|    value_loss           | 0.0278      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 111         |
|    ep_rew_mean          | -18.7       |
| time/                   |             |
|    fps                  | 33          |
|    iterations           | 26          |
|    time_elapsed         | 400         |
|    total_timesteps      | 13312       |
| train/                  |             |
|    approx_kl            | 0.019605756 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.43       |
|    explained_variance   | 0.531       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0442     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.0446     |
|    value_loss           | 0.0115      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -17.8       |
| time/                   |             |
|    fps                  | 33          |
|    iterations           | 27          |
|    time_elapsed         | 414         |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.011783771 |
|    clip_fraction        | 0.099       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.561      |
|    explained_variance   | -4.46       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0538     |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0288     |
|    value_loss           | 0.0148      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | -16.1       |
| time/                   |             |
|    fps                  | 33          |
|    iterations           | 28          |
|    time_elapsed         | 426         |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.010166628 |
|    clip_fraction        | 0.0816      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.274      |
|    explained_variance   | 0.387       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0466     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0342     |
|    value_loss           | 0.011       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 121          |
|    ep_rew_mean          | -14.7        |
| time/                   |              |
|    fps                  | 34           |
|    iterations           | 29           |
|    time_elapsed         | 432          |
|    total_timesteps      | 14848        |
| train/                  |              |
|    approx_kl            | 0.0022295513 |
|    clip_fraction        | 0.0209       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.118       |
|    explained_variance   | -11.1        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0044      |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00484     |
|    value_loss           | 0.000965     |
------------------------------------------
[Eval @15000] NEW BEST mean_reward=2.390
[Eval @15000] R=2.4±1.4 CR=0.000 Spd=20.5 LC=7.3 SR=1.000
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | -13.7        |
| time/                   |              |
|    fps                  | 30           |
|    iterations           | 30           |
|    time_elapsed         | 497          |
|    total_timesteps      | 15360        |
| train/                  |              |
|    approx_kl            | 0.0021440065 |
|    clip_fraction        | 0.0197       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.12        |
|    explained_variance   | -7.6         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0102      |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00778     |
|    value_loss           | 0.00135      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | -12.2       |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 31          |
|    time_elapsed         | 516         |
|    total_timesteps      | 15872       |
| train/                  |             |
|    approx_kl            | 0.011549385 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.425      |
|    explained_variance   | -0.109      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0139     |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0392     |
|    value_loss           | 0.03        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | -10.8       |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 32          |
|    time_elapsed         | 536         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.009249091 |
|    clip_fraction        | 0.0936      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.329      |
|    explained_variance   | 0.245       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0509     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0378     |
|    value_loss           | 0.0169      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | -9.99       |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 33          |
|    time_elapsed         | 555         |
|    total_timesteps      | 16896       |
| train/                  |             |
|    approx_kl            | 0.007608698 |
|    clip_fraction        | 0.0424      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.181      |
|    explained_variance   | 0.721       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0266     |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.0198     |
|    value_loss           | 0.00903     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | -8.04       |
| time/                   |             |
|    fps                  | 30          |
|    iterations           | 34          |
|    time_elapsed         | 574         |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.015908796 |
|    clip_fraction        | 0.0951      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.248      |
|    explained_variance   | -1.66       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0537     |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0361     |
|    value_loss           | 0.00502     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 141          |
|    ep_rew_mean          | -6.73        |
| time/                   |              |
|    fps                  | 30           |
|    iterations           | 35           |
|    time_elapsed         | 594          |
|    total_timesteps      | 17920        |
| train/                  |              |
|    approx_kl            | 0.0042367512 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0948      |
|    explained_variance   | -2.12        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0253      |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.0119      |
|    value_loss           | 0.00102      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 145          |
|    ep_rew_mean          | -5.03        |
| time/                   |              |
|    fps                  | 30           |
|    iterations           | 36           |
|    time_elapsed         | 613          |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0022028494 |
|    clip_fraction        | 0.0252       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0982      |
|    explained_variance   | -9.35        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0156      |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.0108      |
|    value_loss           | 0.00291      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | -3.83       |
| time/                   |             |
|    fps                  | 29          |
|    iterations           | 37          |
|    time_elapsed         | 633         |
|    total_timesteps      | 18944       |
| train/                  |             |
|    approx_kl            | 0.017736863 |
|    clip_fraction        | 0.0764      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.215      |
|    explained_variance   | -1.78       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0452     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.025      |
|    value_loss           | 0.00297     |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 150           |
|    ep_rew_mean          | -2.2          |
| time/                   |               |
|    fps                  | 29            |
|    iterations           | 38            |
|    time_elapsed         | 652           |
|    total_timesteps      | 19456         |
| train/                  |               |
|    approx_kl            | 0.00043880276 |
|    clip_fraction        | 0.00703       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0283       |
|    explained_variance   | -10.9         |
|    learning_rate        | 0.0003        |
|    loss                 | -0.000913     |
|    n_updates            | 370           |
|    policy_gradient_loss | -0.0037       |
|    value_loss           | 0.000166      |
-------------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 153      |
|    ep_rew_mean          | -0.294   |
| time/                   |          |
|    fps                  | 29       |
|    iterations           | 39       |
|    time_elapsed         | 672      |
|    total_timesteps      | 19968    |
| train/                  |          |
|    approx_kl            | 0.016539 |
|    clip_fraction        | 0.0992   |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.221   |
|    explained_variance   | -0.357   |
|    learning_rate        | 0.0003   |
|    loss                 | -0.0467  |
|    n_updates            | 380      |
|    policy_gradient_loss | -0.0269  |
|    value_loss           | 0.00241  |
--------------------------------------
[Eval @20000] R=2.1±2.4 CR=0.100 Spd=20.5 LC=3.9 SR=0.900
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 155          |
|    ep_rew_mean          | 1.24         |
| time/                   |              |
|    fps                  | 26           |
|    iterations           | 40           |
|    time_elapsed         | 765          |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0023046315 |
|    clip_fraction        | 0.034        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0965      |
|    explained_variance   | -3.96        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0167      |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.0143      |
|    value_loss           | 0.00161      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 156        |
|    ep_rew_mean          | 2.35       |
| time/                   |            |
|    fps                  | 26         |
|    iterations           | 41         |
|    time_elapsed         | 786        |
|    total_timesteps      | 20992      |
| train/                  |            |
|    approx_kl            | 0.00966209 |
|    clip_fraction        | 0.0447     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.115     |
|    explained_variance   | 0.609      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0197    |
|    n_updates            | 400        |
|    policy_gradient_loss | -0.0257    |
|    value_loss           | 0.0082     |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 158          |
|    ep_rew_mean          | 4.44         |
| time/                   |              |
|    fps                  | 27           |
|    iterations           | 42           |
|    time_elapsed         | 793          |
|    total_timesteps      | 21504        |
| train/                  |              |
|    approx_kl            | 0.0034969624 |
|    clip_fraction        | 0.0342       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.131       |
|    explained_variance   | 0.0264       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00261     |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.0189      |
|    value_loss           | 0.0116       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 161          |
|    ep_rew_mean          | 6.38         |
| time/                   |              |
|    fps                  | 27           |
|    iterations           | 43           |
|    time_elapsed         | 800          |
|    total_timesteps      | 22016        |
| train/                  |              |
|    approx_kl            | 0.0036427546 |
|    clip_fraction        | 0.0277       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0706      |
|    explained_variance   | 0.799        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00544     |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.0146      |
|    value_loss           | 0.0046       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 164          |
|    ep_rew_mean          | 7.38         |
| time/                   |              |
|    fps                  | 27           |
|    iterations           | 44           |
|    time_elapsed         | 807          |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0081066545 |
|    clip_fraction        | 0.0111       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0551      |
|    explained_variance   | -14.7        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0502      |
|    n_updates            | 430          |
|    policy_gradient_loss | 0.000646     |
|    value_loss           | 0.00116      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 167         |
|    ep_rew_mean          | 9.12        |
| time/                   |             |
|    fps                  | 28          |
|    iterations           | 45          |
|    time_elapsed         | 813         |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.013036386 |
|    clip_fraction        | 0.0715      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.27       |
|    explained_variance   | -4.38       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0342     |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0236     |
